accession,gene_name,protein_name,length,family,domains,n_domains,idr_percentage,idr_total_length,n_idr_regions,ps_score,ps_category,charge_density,aromatic_density,species,species_key,complexity,LLPhyScore_mean,LLPhyScore_median,LLPhyScore_max,disorder_long_mean,pi_pi_mean,electrostatic_mean,protein_water_mean,llphy_category
P41126,RpL13 bbc1 CG4651,Large ribosomal subunit protein eL13 (60S ribosomal protein L13) (BBC1 protein homolog),218,Other,,0,77.98,159,5,0.42,Medium,34.862,6.422,Drosophila melanogaster,fly,medium,-205.0,64.97666421026776,0.3746618543273394,-58.0,-51.0,-23.0,-18.0,Low
Q07886,Dbp45A CG12759,Probable ATP-dependent RNA helicase Dbp45A (DEAD box protein 45A) (EC 3.6.4.13),521,Helicase,Helicase,1,46.64,188,4,0.282,Low,30.326,6.526,Drosophila melanogaster,fly,medium,-467.0,32.97961188897077,-0.1116380313907191,-128.0,-124.0,-29.0,-30.0,Low
Q24186,RpS5a M(1)15D RpS5 CG8922,Small ribosomal subunit protein uS7A (40S ribosomal protein S5a),228,Other,,0,46.49,101,4,0.271,Low,27.632,5.263,Drosophila melanogaster,fly,medium,-249.0,58.78653893392288,0.2929931712296502,-87.0,-54.0,-5.0,-13.0,Low
P09180,RpL4 RpL1 CG5502,Large ribosomal subunit protein uL4 (60S ribosomal protein L4) (L1),401,Other,,0,63.59,194,5,0.346,Medium,28.678,6.234,Drosophila melanogaster,fly,medium,-327.0,48.44755588307542,0.1482168693746556,-116.0,-78.0,-15.0,-4.0,Low
P48159,RpL23 RpL17A CG3661,Large ribosomal subunit protein uL14 (60S ribosomal protein L23) (L17A),140,Other,,0,59.29,71,4,0.321,Medium,24.286,5.714,Drosophila melanogaster,fly,medium,-104.0,80.57234094817,0.5621286041652169,-56.0,-25.0,4.0,0.0,Low
Q7JWW5,Ctu1 CG8078,Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1),343,Other,,0,45.48,131,7,0.272,Low,27.697,7.289,Drosophila melanogaster,fly,medium,-353.0,45.202652910832725,0.0999581020896574,-91.0,-93.0,-17.0,-24.0,Low
Q7KN90,CysRS Aats-cys CG8431,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)",741,Other,,0,53.85,371,11,0.311,Medium,28.745,9.042,Drosophila melanogaster,fly,medium,-656.0,19.25325472856792,-0.4624421474239751,-163.0,-105.0,-90.0,-9.0,Low
Q8IPZ7,Sbat NAA38 CG31950,"N-alpha-acetyltransferase 38, NatC auxiliary subunit (Protein Sabbat)",121,Other,,0,42.15,36,1,0.236,Low,18.182,4.132,Drosophila melanogaster,fly,medium,-128.0,76.73544583640384,0.5175820497482956,-29.0,-46.0,5.0,-9.0,Low
Q9U3Z7,hoip CG3949,NHP2-like protein 1 homolog (Protein hoi-polloi),127,Other,,0,44.88,29,2,0.244,Low,20.472,3.15,Drosophila melanogaster,fly,medium,-128.0,76.73544583640384,0.5175820497482956,-17.0,-32.0,-20.0,-1.0,Low
Q9V3G1,RpL8 CG1263,Large ribosomal subunit protein uL2 (60S ribosomal protein L8),256,Other,,0,78.52,187,4,0.405,Medium,27.734,5.078,Drosophila melanogaster,fly,medium,-152.0,72.72660280029477,0.4730354953313742,-86.0,-54.0,8.0,-2.0,Low
Q7JV70,Arc2 CG13941,Activity-regulated cytoskeleton associated protein 2 (dArc2),193,Other,,0,60.1,93,5,0.35,Medium,32.642,10.363,Drosophila melanogaster,fly,medium,-175.0,69.3834438712847,0.4303450473484911,-40.0,-51.0,3.0,-12.0,Low
Q86B53,CG33172,tRNA (34-2'-O)-methyltransferase regulator WDR6,998,Other,,0,22.24,95,5,0.165,Low,20.641,9.619,Drosophila melanogaster,fly,medium,-1171.0,4.831736674035864,-1.4183369609537468,-257.0,-303.0,21.0,-122.0,Low
Q9V411,Non1 CG8801,Nucleolar GTP-binding protein 1 (Novel nucleolar protein 1),652,Other,,0,49.54,255,5,0.299,Low,32.209,6.595,Drosophila melanogaster,fly,medium,-652.0,19.518545811839843,-0.4550177216878215,-147.0,-192.0,1.0,-67.0,Low
Q9VDZ4,Nsun5 CG42358,28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 5),433,Other,,0,41.34,131,7,0.255,Low,27.021,7.39,Drosophila melanogaster,fly,medium,-480.0,31.871775976418572,-0.1357674150332182,-84.0,-110.0,-47.0,-36.0,Low
Q9VEB3,Non3 CG7993,Ribosome production factor 2 homolog (Brix domain-containing protein 1 homolog) (Novel nucleolar protein 3) (Ribosome biogenesis protein RPF2 homolog),320,Other,,0,53.44,130,2,0.312,Medium,32.188,5.625,Drosophila melanogaster,fly,medium,-289.0,53.35298452468681,0.2187489138681145,-56.0,-101.0,-21.0,-36.0,Low
Q9I7W5,Sas10 CG4202,Something about silencing protein 10,428,Other,,0,74.53,309,5,0.413,Medium,39.252,5.841,Drosophila melanogaster,fly,medium,-258.0,57.452714320805704,0.2762882133233046,-88.0,-65.0,25.0,-14.0,Low
Q9VAQ5,CG11837,"Probable dimethyladenosine transferase (EC 2.1.1.183) (Probable 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase) (Probable 18S rRNA dimethylase) (Probable S-adenosylmethionine-6-N',N'-adenosyl(rRNA) dimethyltransferase)",306,Other,,0,36.27,80,4,0.235,Low,27.124,7.19,Drosophila melanogaster,fly,medium,-391.0,40.72218128224024,0.0294260575961986,-58.0,-99.0,-40.0,-33.0,Low
Q9VAQ7,Slu7 CG1420,Pre-mRNA-splicing factor Slu7,574,Other,,0,82.23,449,9,0.445,Medium,37.456,6.969,Drosophila melanogaster,fly,medium,-128.0,76.73544583640384,0.5175820497482956,-73.0,-56.0,18.0,-7.0,Low
Q2PE14,CG4622,Zinc finger CCHC domain-containing protein 8 homolog,553,Other,,0,71.79,361,6,0.387,Medium,30.741,6.872,Drosophila melanogaster,fly,medium,-69.0,85.92729059199215,0.6270923293565607,-43.0,-101.0,69.0,17.0,Low
Q9V431,cass Aac11 CG6582,Apoptosis inhibitor 5 homolog (API-5) (Antiapoptosis clone 11 protein homolog) (AAC-11) (Protein cassowary),536,Other,,0,50.19,224,6,0.29,Low,27.239,7.09,Drosophila melanogaster,fly,medium,-528.0,28.317366740358636,-0.224860523867061,-104.0,-122.0,-55.0,-19.0,Low
Q9V5Q4,Syf2 CG12343,Pre-mRNA-splicing factor Syf2,226,Other,,0,96.46,217,4,0.508,Medium,42.035,6.637,Drosophila melanogaster,fly,medium,-175.0,69.3834438712847,0.4303450473484911,-60.0,-23.0,-41.0,-5.0,Low
Q9V726,Cpsf160 cpsf CG10110,Cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit) (dCPSF 160),1455,Other,,0,27.9,344,17,0.192,Low,22.062,9.003,Drosophila melanogaster,fly,medium,-1495.0,2.525178088921641,-2.019715445582186,-320.0,-451.0,56.0,-159.0,Low
Q9VB14,RpS10a RpS10 CG12275,Small ribosomal subunit protein eS10A (40S ribosomal protein S10a),163,Other,,0,52.76,86,2,0.311,Medium,26.38,10.429,Drosophila melanogaster,fly,medium,-9.0,92.4858757062147,0.7384587153988641,-26.0,-17.0,-4.0,13.0,Low
Q9VDM6,eIF3g2 eIF3-S4 eIF3gb CG10881,Eukaryotic translation initiation factor 3 subunit G-2 (Eukaryotic translation initiation factor 3 RNA-binding subunit 2) (eIF-3 RNA-binding subunit 2) (Eukaryotic translation initiation factor 3 subunit 4-2),273,RRM-containing,RRM,1,58.97,120,4,0.335,Medium,28.571,9.524,Drosophila melanogaster,fly,medium,-32.0,90.47162859248344,0.6957682674159812,-42.0,-21.0,23.0,14.0,Low
Q9VDS6,Surf6 CG4510,Surfeit locus protein 6 homolog,324,Other,,0,87.35,281,4,0.473,Medium,44.444,4.012,Drosophila melanogaster,fly,medium,-78.0,84.7482191107836,0.6103873714502152,-4.0,-91.0,-13.0,-41.0,Low
Q9VEJ2,l(3)07882 CG5824,Nucleolar protein 14 homolog (Nucleolar complex protein 14 homolog),852,Other,,0,67.61,550,10,0.377,Medium,35.329,5.986,Drosophila melanogaster,fly,medium,-622.0,21.58437730287399,-0.3993345286666698,-132.0,-192.0,-72.0,-37.0,Low
Q9VGC7,eIF3d2 eIF3-S7-2 CG4810,Eukaryotic translation initiation factor 3 subunit D-2 (eIF3d-2) (Eukaryotic translation initiation factor 3 subunit 7-2),551,Other,,0,44.46,181,6,0.27,Low,25.953,9.074,Drosophila melanogaster,fly,medium,-182.0,68.36158192090396,0.4173523023102224,-66.0,-90.0,51.0,-5.0,Low
Q9VL96,CG4364,Pescadillo homolog,627,Other,,0,57.58,350,9,0.342,Medium,35.247,9.091,Drosophila melanogaster,fly,medium,-521.0,28.852861704740853,-0.2118677788287923,-105.0,-182.0,42.0,-74.0,Low
Q9VMY1,mRpL24 CG8849,"Large ribosomal subunit protein uL24m (39S ribosomal protein L24, mitochondrial) (L24mt) (MRP-L24)",247,Other,,0,54.25,89,5,0.326,Medium,31.174,10.931,Drosophila melanogaster,fly,medium,-101.0,81.06362073200688,0.5676969234673321,-30.0,-78.0,36.0,-30.0,Low
Q9VNE9,RpL13A CG1475,Large ribosomal subunit protein uL13 (60S ribosomal protein L13a),205,Other,,0,42.44,71,3,0.267,Low,29.268,8.293,Drosophila melanogaster,fly,medium,-300.0,51.83001719479244,0.1983317430936922,-64.0,-73.0,-10.0,-25.0,Low
Q9VNX8,eIF2A CG7414,Eukaryotic translation initiation factor 2A (eIF-2A),638,Other,,0,60.34,310,7,0.326,Medium,21.944,9.561,Drosophila melanogaster,fly,medium,-178.0,68.93883566691231,0.424776728046376,-87.0,-68.0,24.0,35.0,Low
Q9VG73,CG5641,Interleukin enhancer-binding factor 2 homolog,396,Other,,0,38.89,131,5,0.233,Low,23.737,4.798,Drosophila melanogaster,fly,medium,-439.0,35.59322033898305,-0.0596670512376441,-90.0,-114.0,-43.0,-15.0,Low
Q9VLM8,AlaRS Aats-ala alaS CG13391,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)",966,Other,,0,50.21,387,16,0.291,Low,26.708,7.971,Drosophila melanogaster,fly,medium,-749.0,13.642839597150578,-0.6350600457895456,-184.0,-160.0,-51.0,-26.0,Low
Q9VP47,Tsr1 CG7338,Pre-rRNA-processing protein TSR1 homolog (Tsr1 ribosome assembly factor),814,Other,,0,55.77,396,6,0.322,Medium,29.73,8.231,Drosophila melanogaster,fly,medium,-594.0,23.424220093343163,-0.3473635485135948,-142.0,-184.0,16.0,-47.0,Low
Q9VJ62,CG10341,H/ACA ribonucleoprotein complex non-core subunit NAF1,564,Other,,0,66.13,342,7,0.349,Medium,25.0,5.319,Drosophila melanogaster,fly,medium,49.0,95.46057479734708,0.8461128885730909,-62.0,-65.0,132.0,61.0,High
Q9VPH7,eRF1 CG5605,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1),438,Other,,0,40.64,122,6,0.251,Low,26.256,8.219,Drosophila melanogaster,fly,medium,-311.0,50.36354704003931,0.1779145723192699,-96.0,-103.0,-5.0,-27.0,Low
Q9VFJ2,mRpL11 CG3351,"Large ribosomal subunit protein uL11m (39S ribosomal protein L11, mitochondrial) (L11mt) (MRP-L11)",196,Other,,0,63.78,92,4,0.335,Medium,25.0,4.082,Drosophila melanogaster,fly,medium,-206.0,64.83173667403587,0.372805747893301,-52.0,-42.0,-26.0,-14.0,Low
Q9VIV3,Ctu2 CG10189,Cytoplasmic tRNA 2-thiolation protein 2 (Cytosolic thiouridylase subunit 2),405,Other,,0,44.69,132,7,0.252,Low,21.975,6.42,Drosophila melanogaster,fly,medium,-463.0,33.34561532792926,-0.1042136056545655,-89.0,-121.0,-31.0,-5.0,Low
Q9VJ87,ncm CG12750,Pre-mRNA-splicing factor CWC22 homolog (Nucampholin),1330,Other,,0,70.98,906,4,0.4,Medium,40.902,3.91,Drosophila melanogaster,fly,medium,-220.0,62.87889953328421,0.3468202578167635,-192.0,-266.0,131.0,28.0,Low
Q9VKX4,mRpS7 CG5108,"Small ribosomal subunit protein uS7m (28S ribosomal protein S7, mitochondrial) (MRP-S7) (S7mt)",218,Other,,0,39.91,37,1,0.247,Low,27.523,6.422,Drosophila melanogaster,fly,medium,-340.0,46.68386145910096,0.1240874857321565,-52.0,-84.0,-43.0,-35.0,Low
Q9VPK7,Pus10 CG3709,Putative tRNA pseudouridine synthase Pus10 (EC 5.4.99.25) (Coiled-coil domain-containing protein 139 homolog) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase),500,Other,,0,39.0,106,5,0.242,Low,27.0,5.8,Drosophila melanogaster,fly,medium,-650.0,19.62662736428396,-0.4513055088197448,-122.0,-183.0,-49.0,-79.0,Low
Q9VPP5,CG13690,Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A),347,Other,,0,55.33,154,6,0.322,Medium,29.683,9.222,Drosophila melanogaster,fly,medium,-174.0,69.51117661508229,0.4322011537825295,-66.0,-43.0,26.0,-19.0,Low
Q9VFE4,RpS5b RpS5 CG7014,Small ribosomal subunit protein uS7B (40S ribosomal protein S5b),230,Other,,0,59.13,116,4,0.323,Medium,27.826,5.652,Drosophila melanogaster,fly,medium,-220.0,62.87889953328421,0.3468202578167635,-85.0,-51.0,11.0,-2.0,Low
Q9VGP0,Dtd CG18643,D-aminoacyl-tRNA deacylase (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase) (Gly-tRNA(Gly) deacylase),158,Other,,0,43.67,54,3,0.272,Low,31.013,6.962,Drosophila melanogaster,fly,medium,-162.0,71.26013264554165,0.4544744309909903,-35.0,-26.0,-22.0,-15.0,Low
Q9VHU1,CG9630,Probable ATP-dependent RNA helicase DDX55 homolog (DEAD box protein 55) (EC 3.6.4.13),613,Helicase,Helicase,1,50.57,235,6,0.295,Low,28.711,6.525,Drosophila melanogaster,fly,medium,-579.0,24.64750675509703,-0.3195219520030189,-121.0,-172.0,-67.0,-24.0,Low
Q9VSS2,Srp68 CG5064,Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein),604,SR,,0,56.29,289,12,0.318,Medium,28.146,8.278,Drosophila melanogaster,fly,medium,-654.0,19.366249078850405,-0.4587299345558983,-135.0,-146.0,-75.0,-41.0,Low
Q9VVI1,Alsin2 CG7564,Putative RNA-binding protein Alsin2,420,Other,,0,82.38,344,4,0.451,Medium,41.667,4.762,Drosophila melanogaster,fly,medium,-179.0,68.79636452959961,0.4229206216123376,-88.0,-57.0,-53.0,25.0,Low
Q9VW14,CG14100,"rRNA methyltransferase 3, mitochondrial (EC 2.1.1.-) (RNA methyltransferase-like protein 1) (rRNA (guanosine-2'-O)-methyltransferase)",407,Other,,0,48.89,162,7,0.275,Low,24.324,4.668,Drosophila melanogaster,fly,medium,-358.0,44.68189633996561,0.0906775699194655,-83.0,-120.0,-20.0,-12.0,Low
Q9VSH4,Cpsf6 CG7185,Cleavage and polyadenylation specificity factor subunit 6,652,RRM-containing,RRM,1,89.57,572,4,0.452,Medium,24.693,5.215,Drosophila melanogaster,fly,medium,477.0,99.3220338983051,1.6405264423415225,13.0,52.0,101.0,168.0,High
Q9VT67,Hez Lsm12b CG14164,LSM12 homolog B (Protein Hezron),186,Other,,0,25.27,33,2,0.176,Low,19.892,8.065,Drosophila melanogaster,fly,medium,-237.0,60.35372144436257,0.3152664484381109,-47.0,-54.0,-1.0,-27.0,Low
Q9VU31,CG11263,Protein Exd1 homolog (DmExd1) (Exonuclease 3'-5' domain-containing protein 1 homolog) (Exonuclease 3'-5' domain-like-containing protein 1 homolog),265,Other,,0,22.64,31,2,0.17,Low,21.509,9.811,Drosophila melanogaster,fly,medium,-405.0,39.15008597396218,0.0034405675196611,-64.0,-97.0,-7.0,-47.0,Low
Q9VWG3,RpS10b RpS10 CG14206,Small ribosomal subunit protein eS10B (40S ribosomal protein S10b),160,Other,,0,58.75,90,2,0.337,Medium,27.5,9.375,Drosophila melanogaster,fly,medium,-30.0,90.69270449521002,0.699480480284058,-22.0,-30.0,4.0,11.0,Low
Q9VYR0,Lsm12a Lsm12 CG15735,LSM12 homolog A,217,Other,,0,40.55,68,2,0.232,Low,20.276,6.452,Drosophila melanogaster,fly,medium,-81.0,84.31834929992631,0.6048190521481,-22.0,-48.0,30.0,1.0,Low
Q9VZS3,eIF1 CG17737,Eukaryotic translation initiation factor eIF1 (Protein translation factor SUI1 homolog),110,Other,,0,49.09,25,1,0.282,Low,27.273,5.455,Drosophila melanogaster,fly,medium,-94.0,82.27708179808401,0.5806896685056009,-27.0,-20.0,-9.0,-7.0,Low
Q9W1U6,RpL37-2 RpL37b CG9873,Large ribosomal subunit protein L37-2 (Large ribosomal subunit protein eL37B) (Probable 60S ribosomal protein L37-B),89,Other,,0,84.27,62,1,0.435,Medium,30.337,7.865,Drosophila melanogaster,fly,medium,-37.0,89.95087202161632,0.6864877352457892,-17.0,-21.0,2.0,3.0,Low
Q9W4X7,eIF3g1 eIF3-S4 eIF3ga CG8636,Eukaryotic translation initiation factor 3 subunit G-1 (Eukaryotic translation initiation factor 3 RNA-binding subunit 1) (eIF-3 RNA-binding subunit 1) (Eukaryotic translation initiation factor 3 subunit 4-1),269,RRM-containing,RRM,1,69.89,173,7,0.375,Medium,28.996,7.063,Drosophila melanogaster,fly,medium,-90.0,82.91083271923361,0.5881140942417544,-47.0,-18.0,-3.0,9.0,Low
Q9VRV7,Sf3b6 CG13298,Splicing factor 3B subunit 6 (Pre-mRNA branch site p14-like protein),121,RRM-containing,RRM,1,29.75,21,1,0.219,Low,28.099,11.57,Drosophila melanogaster,fly,medium,-96.0,81.94301154507492,0.5769774556375241,-24.0,-25.0,1.0,-15.0,Low
Q9VXX8,RpL37-1 RpL37a CG9091,Large ribosomal subunit protein eL37A (Probable 60S ribosomal protein L37-A) (Ribosomal protein L37-1),93,Other,,0,94.62,79,3,0.473,Medium,29.032,7.527,Drosophila melanogaster,fly,medium,-65.0,86.5340211250307,0.6345167550927142,-28.0,-26.0,3.0,-4.0,Low
Q9W0M7,Sf3b3 CG13900,Splicing factor 3B subunit 3,1227,Other,,0,36.92,300,14,0.229,Low,22.738,8.313,Drosophila melanogaster,fly,medium,-1177.0,4.775239498894621,-1.429473599557977,-327.0,-284.0,-19.0,-53.0,Low
Q9W2D9,eIF3k CG10306,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25),222,Other,,0,17.12,0,0,0.147,Low,23.423,8.108,Drosophila melanogaster,fly,medium,-248.0,58.94866126258905,0.2948492776636885,-42.0,-64.0,-21.0,-22.0,Low
Q9W3Y5,CG14443,Putative ATP-dependent RNA helicase CG14443 (EC 3.6.4.13),736,Helicase,Helicase,1,49.86,348,8,0.28,Low,23.913,6.793,Drosophila melanogaster,fly,medium,-236.0,60.47162859248343,0.3171225548721493,-61.0,-187.0,124.0,0.0,Low
Q9W4J5,CG3527,Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine-N1)-methyltransferase) (Ribosome biogenesis protein NEP1),252,Other,,0,28.17,58,3,0.196,Low,24.603,7.143,Drosophila melanogaster,fly,medium,-245.0,59.40063866371899,0.3004175969658038,-58.0,-64.0,-7.0,-25.0,Low
Q9VTP4,RpL10Ab CG7283,Large ribosomal subunit protein uL1 (60S ribosomal protein L10a-2),217,Other,,0,58.99,112,4,0.322,Medium,27.189,5.53,Drosophila melanogaster,fly,medium,-145.0,73.98673544583642,0.4860282403696429,-17.0,-54.0,-25.0,-11.0,Low
Q9VWV8,CG6179,Nitric oxide synthase-interacting protein homolog,307,Other,,0,64.17,186,5,0.346,Medium,28.664,5.212,Drosophila melanogaster,fly,medium,-287.0,53.58634242200934,0.2224611267361913,-86.0,-60.0,-34.0,-1.0,Low
Q9VVE5,Rbp6 RRM6 CG32169,RNA-binding protein Musashi homolog Rbp6,369,RRM-containing,RRM,1,65.85,210,7,0.34,Medium,17.886,9.756,Drosophila melanogaster,fly,medium,-5.0,92.71677720461804,0.7458831411350177,-40.0,-2.0,32.0,44.0,Low
Q9W5B6,CG3021,Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14),389,Other,,0,42.93,86,3,0.251,Low,21.08,9.769,Drosophila melanogaster,fly,medium,-382.0,41.810366003438965,0.0461310155025441,-117.0,-43.0,-18.0,-17.0,Low
Q9W5R8,RpL5 yip6 CG17489,Large ribosomal subunit protein uL18 (60S ribosomal protein L5),299,Other,,0,61.2,163,3,0.346,Medium,29.766,10.368,Drosophila melanogaster,fly,medium,-250.0,58.63669859985262,0.2911370647956118,-85.0,-37.0,6.0,-15.0,Low
O61345,peng pen CG1685,Protein penguin,737,Other,,0,65.13,395,9,0.357,Medium,30.936,5.834,Drosophila melanogaster,fly,medium,-532.0,27.988209285187917,-0.2322849496032146,-141.0,-110.0,-72.0,-12.0,Low
Q24239,angel CG12273,Protein angel (Angel 39) (ANG39),354,Other,,0,36.72,93,4,0.231,Low,24.294,8.475,Drosophila melanogaster,fly,medium,-375.0,42.64799803488087,0.0591237605408128,-84.0,-130.0,17.0,-41.0,Low
Q9VKB4,CG6712,Probable ribosome production factor 1 (Ribosome biogenesis protein RPF1),394,Other,,0,66.5,229,5,0.385,Medium,39.34,6.853,Drosophila melanogaster,fly,medium,-192.0,66.78457381478752,0.3987912379698385,-68.0,-99.0,27.0,-28.0,Low
Q9VMC8,Phf5a CG9548,PHD finger-like domain-containing protein 5A,111,Other,,0,35.14,23,2,0.24,Low,27.928,9.91,Drosophila melanogaster,fly,medium,-61.0,87.09408007860478,0.6419411808288678,-27.0,-10.0,7.0,-19.0,Low
P49963,Srp19 CG4457,Signal recognition particle 19 kDa protein (SRP19),160,SR,,0,51.25,76,3,0.298,Low,28.125,6.875,Drosophila melanogaster,fly,medium,22.0,94.23728813559325,0.7959980148540543,3.0,-18.0,19.0,-4.0,High
Q9V9Z9,CG1542,Probable rRNA-processing protein EBP2 homolog,307,Other,,0,85.67,238,4,0.454,Medium,38.111,4.886,Drosophila melanogaster,fly,medium,-88.0,83.24981577008107,0.5918263071098312,-41.0,-37.0,-28.0,31.0,Low
Q9VR89,l(1)G0004 CG11738,RNA-binding protein pno1,240,KH-containing,KH,1,55.0,118,3,0.31,Medium,28.333,5.417,Drosophila melanogaster,fly,medium,-212.0,64.04814541881602,0.3616691092890707,-75.0,-57.0,-9.0,1.0,Low
Q9VSC1,Srp9 CG8268,Signal recognition particle 9 kDa protein (SRP9),77,SR,,0,7.79,0,0,0.116,Low,25.974,7.792,Drosophila melanogaster,fly,medium,-76.0,85.05281257676248,0.6140995843182919,-12.0,-8.0,-4.0,-19.0,Low
Q9VUA0,CG8833,G patch domain-containing protein 1 homolog,952,Other,,0,87.82,805,11,0.46,Medium,34.349,6.408,Drosophila melanogaster,fly,medium,-44.0,89.13534758044707,0.6734949902075205,-45.0,-137.0,25.0,60.0,Low
Q7KS38,RpS19b RpS19 CG5338,Small ribosomal subunit protein eS19B (40S ribosomal protein S19b),155,Other,,0,63.23,76,1,0.342,Medium,27.097,6.452,Drosophila melanogaster,fly,medium,-106.0,80.29968066814051,0.5584163912971402,-34.0,-22.0,7.0,-7.0,Low
Q8IQ13,CG31957,Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein),159,Other,,0,67.3,85,3,0.381,Medium,37.736,5.66,Drosophila melanogaster,fly,medium,-6.0,92.64554163596168,0.7440270347009793,-11.0,-29.0,24.0,2.0,Low
Q9V3B6,c12.1 CG12135,Protein CWC15 homolog,259,Other,,0,91.12,236,3,0.467,Medium,34.749,4.247,Drosophila melanogaster,fly,medium,-97.0,81.75141242937853,0.5751213492034857,-54.0,-14.0,-26.0,46.0,Low
Q9VAY7,CG12259,Protein FAM50 homolog,359,Other,,0,73.26,243,6,0.416,Medium,41.504,7.799,Drosophila melanogaster,fly,medium,-312.0,50.24809629083764,0.1760584658852315,-55.0,-96.0,-17.0,-65.0,Low
Q9VJ38,mRpL13 CG10603,"Large ribosomal subunit protein uL13m (39S ribosomal protein L13, mitochondrial) (L13mt) (MRP-L13)",178,Other,,0,19.1,11,1,0.162,Low,23.034,10.112,Drosophila melanogaster,fly,medium,-202.0,65.46548759518546,0.3802301736294546,-45.0,-38.0,2.0,-30.0,Low
Q9VLS9,CG12375,Beta-lactamase-like protein 2 homolog (EC 3.-.-.-),292,Other,,0,35.27,50,2,0.221,Low,22.603,7.192,Drosophila melanogaster,fly,medium,-309.0,50.596904937361835,0.1816267851873467,-87.0,-88.0,-1.0,-31.0,Low
P50882,RpL9 M(2)32D CG6141,Large ribosomal subunit protein uL6 (60S ribosomal protein L9),190,Other,,0,26.32,24,1,0.189,Low,26.316,6.842,Drosophila melanogaster,fly,medium,-164.0,70.95799557848196,0.4507622181229134,-52.0,-47.0,12.0,-28.0,Low
Q9VJY6,RpL24 CG9282,Large ribosomal subunit protein eL24 (60S ribosomal protein L24),155,Other,,0,73.55,104,1,0.404,Medium,36.129,5.806,Drosophila melanogaster,fly,medium,-83.0,83.98673544583642,0.6011068392800232,-37.0,-22.0,1.0,-7.0,Low
Q9VS34,RpL18 CG8615,Large ribosomal subunit protein eL18 (60S ribosomal protein L18),188,Other,,0,52.66,92,4,0.305,Medium,29.255,6.915,Drosophila melanogaster,fly,medium,-259.0,57.30778678457382,0.2744321068892663,-55.0,-79.0,-4.0,-25.0,Low
Q9W3C2,CG1785,Ribosome biogenesis protein NOP53,478,Other,,0,92.47,427,5,0.485,Medium,40.586,3.975,Drosophila melanogaster,fly,medium,-157.0,72.01915991156964,0.4637549631611822,-48.0,-97.0,16.0,-32.0,Low
