accession	species	length	disorder_content	n_disordered_residues	n_disordered_regions	longest_idr	idr_source
G5EFF4	Caenorhabditis_elegans	744	0.151	112	4	44	prediction-disorder-mobidb_lite
Q18221	Caenorhabditis_elegans	1507	0.436	657	6	299	prediction-disorder-mobidb_lite
Q18864	Caenorhabditis_elegans	277	0.04	11	2	10	prediction-disorder-th_50
Q9GZC8	Caenorhabditis_elegans	776	0.04	31	1	31	prediction-disorder-mobidb_lite
Q20363	Caenorhabditis_elegans	159	0.107	17	1	17	curated-disorder-merge
Q7JM44	Caenorhabditis_elegans	2242	0.121	271	8	60	prediction-disorder-mobidb_lite
O76512	Caenorhabditis_elegans	1069	0.178	190	2	104	prediction-disorder-mobidb_lite
C2BR97	Caenorhabditis_elegans	1144	0.159	182	5	59	prediction-disorder-mobidb_lite
Q8WQF3	Caenorhabditis_elegans	368	0.492	181	2	161	prediction-disorder-mobidb_lite
Q9BL69	Caenorhabditis_elegans	461	0.889	410	2	216	prediction-disorder-mobidb_lite
G5EF47	Caenorhabditis_elegans	458	0.157	72	1	72	prediction-disorder-mobidb_lite
Q9N405	Caenorhabditis_elegans	254	0.11	28	1	28	prediction-disorder-mobidb_lite
G5EFQ8	Caenorhabditis_elegans	197	0.142	28	1	28	prediction-disorder-mobidb_lite
P55853	Caenorhabditis_elegans	91	0.253	23	4	11	prediction-disorder-th_50
Q17348	Caenorhabditis_elegans	136	0.287	39	1	39	prediction-disorder-mobidb_lite
P91918	Caenorhabditis_elegans	160	0.506	81	1	81	prediction-disorder-mobidb_lite
Q10013	Caenorhabditis_elegans	126	0.325	41	1	41	prediction-disorder-mobidb_lite
Q18786	Caenorhabditis_elegans	118	0.305	36	3	19	prediction-disorder-th_50
P34659	Caenorhabditis_elegans	85	0.271	23	2	14	prediction-disorder-th_50
Q9XTU6	Caenorhabditis_elegans	90	0.122	11	2	6	prediction-disorder-th_50
Q9N4G9	Caenorhabditis_elegans	77	0.208	16	2	11	prediction-disorder-th_50
P31161	Caenorhabditis_elegans	221	0.041	9	2	5	prediction-disorder-th_50
Q9Y194	Caenorhabditis_elegans	552	0.043	24	3	9	prediction-disorder-th_50
G5EF02	Caenorhabditis_elegans	351	0.108	38	1	38	prediction-disorder-mobidb_lite
Q9TZ93	Caenorhabditis_elegans	120	0.133	16	2	9	prediction-disorder-th_50
Q21338	Caenorhabditis_elegans	1208	0.332	401	5	169	prediction-disorder-mobidb_lite
Q19905	Caenorhabditis_elegans	481	0.019	9	2	5	prediction-disorder-th_50
G5EF77	Caenorhabditis_elegans	441	0.15	66	9	18	prediction-disorder-th_50
Q18678	Caenorhabditis_elegans	487	0.062	30	5	12	prediction-disorder-th_50
Q19866	Caenorhabditis_elegans	735	0.072	53	10	24	prediction-disorder-th_50
O45189	Caenorhabditis_elegans	248	0.056	14	4	7	prediction-disorder-th_50
D5MCQ3	Caenorhabditis_elegans	406	0.347	141	2	107	prediction-disorder-mobidb_lite
Q21166	Caenorhabditis_elegans	700	0.05	35	1	35	prediction-disorder-mobidb_lite
Q10580	Caenorhabditis_elegans	749	0.453	339	5	142	prediction-disorder-mobidb_lite
Q22708	Caenorhabditis_elegans	618	0.044	27	1	27	prediction-disorder-mobidb_lite
Q22743	Caenorhabditis_elegans	312	0.061	19	3	16	prediction-disorder-th_50
G5EFF1	Caenorhabditis_elegans	445	0.094	42	1	42	prediction-disorder-mobidb_lite
Q09545	Caenorhabditis_elegans	298	0.07	21	3	9	prediction-disorder-th_50
G5ED97	Caenorhabditis_elegans	675	0.345	233	4	101	prediction-disorder-mobidb_lite
Q9XVS1	Caenorhabditis_elegans	380	0.118	45	1	45	prediction-disorder-mobidb_lite
Q09524	Caenorhabditis_elegans	402	0.05	20	1	20	prediction-disorder-mobidb_lite
Q17963	Caenorhabditis_elegans	376	0.186	70	1	70	prediction-disorder-mobidb_lite
Q9GYF0	Caenorhabditis_elegans	756	0.004	3	1	3	prediction-disorder-th_50
Q19329	Caenorhabditis_elegans	785	0.228	179	2	120	prediction-disorder-mobidb_lite
H2L031	Caenorhabditis_elegans	733	0.473	347	2	315	prediction-disorder-mobidb_lite
D0VWM8	Caenorhabditis_elegans	414	0.401	166	3	72	prediction-disorder-mobidb_lite
Q20779	Caenorhabditis_elegans	128	0.133	17	2	9	prediction-disorder-th_50
P34690	Caenorhabditis_elegans	448	0.047	21	1	21	prediction-disorder-mobidb_lite
P52274	Caenorhabditis_elegans	452	0.046	21	2	15	prediction-disorder-th_50
P52275	Caenorhabditis_elegans	450	0.051	23	1	23	prediction-disorder-mobidb_lite
P41937	Caenorhabditis_elegans	444	0.05	22	1	22	prediction-disorder-mobidb_lite
Q23623	Caenorhabditis_elegans	400	0.077	31	6	15	prediction-disorder-th_50
Q9NEU3	Caenorhabditis_elegans	373	0.024	9	2	6	prediction-disorder-th_50
O45319	Caenorhabditis_elegans	108	0.185	20	1	20	prediction-disorder-mobidb_lite
Q20334	Caenorhabditis_elegans	250	0.464	116	2	59	prediction-disorder-mobidb_lite
O44572	Caenorhabditis_elegans	194	0.139	27	1	27	prediction-disorder-mobidb_lite
Q10657	Caenorhabditis_elegans	247	0.028	7	4	3	prediction-disorder-th_50
Q23270	Caenorhabditis_elegans	526	0.093	49	2	29	prediction-disorder-mobidb_lite
P52709	Caenorhabditis_elegans	725	0.017	12	2	10	prediction-disorder-th_50
Q95QP3	Caenorhabditis_elegans	507	0.018	9	1	9	prediction-disorder-th_50
Q19328	Caenorhabditis_elegans	914	0.024	22	1	22	prediction-disorder-mobidb_lite
A0A3P6P962	Caenorhabditis_elegans	827	0.025	21	1	21	prediction-disorder-mobidb_lite
P90978	Caenorhabditis_elegans	496	0.286	142	1	142	prediction-disorder-mobidb_lite
Q9U2U0	Caenorhabditis_elegans	285	0.298	85	1	85	prediction-disorder-mobidb_lite
Q09444	Caenorhabditis_elegans	321	0.034	11	3	5	prediction-disorder-th_50
P37165	Caenorhabditis_elegans	163	0.166	27	3	15	prediction-disorder-th_50
P0CG71	Caenorhabditis_elegans	838	0.005	4	1	4	prediction-disorder-th_50
P49632	Caenorhabditis_elegans	128	0.117	15	4	7	prediction-disorder-th_50
P10567	Caenorhabditis_elegans	872	0.104	91	19	17	prediction-disorder-th_50
G5ECL2	Caenorhabditis_elegans	1119	0.088	98	2	78	prediction-disorder-mobidb_lite
Q9GYF1	Caenorhabditis_elegans	242	0.388	94	2	53	prediction-disorder-mobidb_lite
P02566	Caenorhabditis_elegans	1963	0.059	115	4	52	prediction-disorder-mobidb_lite
Q9U334	Caenorhabditis_elegans	459	0.2	92	3	42	prediction-disorder-mobidb_lite
G5EE68	Caenorhabditis_elegans	514	0.093	48	2	25	prediction-disorder-mobidb_lite
O01577	Caenorhabditis_elegans	214	0.154	33	1	33	prediction-disorder-mobidb_lite
P34540	Caenorhabditis_elegans	815	0.034	28	1	28	prediction-disorder-mobidb_lite
Q17361	Caenorhabditis_elegans	489	0.047	23	1	23	prediction-disorder-mobidb_lite
Q65XX1	Caenorhabditis_elegans	660	0.142	94	2	64	prediction-disorder-mobidb_lite
Q23680	Caenorhabditis_elegans	121	0.231	28	6	13	prediction-disorder-th_50
P91303	Caenorhabditis_elegans	126	0.333	42	5	22	prediction-disorder-th_50
Q19626	Caenorhabditis_elegans	491	0.033	16	4	8	prediction-disorder-th_50
H2KYR1	Caenorhabditis_elegans	378	0.802	303	2	238	prediction-disorder-mobidb_lite
P55155	Caenorhabditis_elegans	1616	0.017	27	1	27	prediction-disorder-mobidb_lite
P05690	Caenorhabditis_elegans	1613	0.025	41	1	41	prediction-disorder-mobidb_lite
Q9N4J2	Caenorhabditis_elegans	1603	0.027	44	11	11	prediction-disorder-th_50
P18947	Caenorhabditis_elegans	1603	0.036	58	9	30	prediction-disorder-th_50
P06125	Caenorhabditis_elegans	1603	0.014	22	1	22	prediction-disorder-mobidb_lite
Q23360	Caenorhabditis_elegans	978	0.036	35	9	16	prediction-disorder-th_50
Q9U1Q4	Caenorhabditis_elegans	1050	0.034	36	1	36	prediction-disorder-mobidb_lite
Q19546	Caenorhabditis_elegans	1056	0.155	164	3	102	prediction-disorder-mobidb_lite
G5EDY2	Caenorhabditis_elegans	417	0.058	24	2	19	prediction-disorder-th_50
C0HKD7	Caenorhabditis_elegans	314	0.115	36	4	17	prediction-disorder-th_50
Q9U299	Caenorhabditis_elegans	975	0.226	220	3	172	prediction-disorder-mobidb_lite
H2KZL6	Caenorhabditis_elegans	447	0.029	13	2	8	prediction-disorder-th_50
G5ECM6	Caenorhabditis_elegans	496	0.048	24	1	24	prediction-disorder-mobidb_lite
G5EDF5	Caenorhabditis_elegans	439	0.036	16	5	8	prediction-disorder-th_50
Q9NEL2	Caenorhabditis_elegans	2395	0.214	512	9	97	prediction-disorder-mobidb_lite
Q9TYU5	Caenorhabditis_elegans	458	0.118	54	2	30	prediction-disorder-mobidb_lite
Q18034	Caenorhabditis_elegans	1119	0.25	280	3	214	prediction-disorder-mobidb_lite
Q19545	Caenorhabditis_elegans	2637	0.029	76	2	46	prediction-disorder-mobidb_lite
O61845	Caenorhabditis_elegans	2967	0.41	1216	10	616	prediction-disorder-mobidb_lite
D3NQA2	Caenorhabditis_elegans	311	0.016	5	1	5	prediction-disorder-th_50
Q17426	Caenorhabditis_elegans	577	0.069	40	1	40	prediction-disorder-mobidb_lite
Q27464	Caenorhabditis_elegans	522	0.057	30	3	18	prediction-disorder-th_50
Q17430	Caenorhabditis_elegans	836	0.154	129	3	79	prediction-disorder-mobidb_lite
Q17440	Caenorhabditis_elegans	375	0.051	19	5	12	prediction-disorder-th_50
Q9XTI0	Caenorhabditis_elegans	299	0.05	15	4	6	prediction-disorder-th_50
P41938	Caenorhabditis_elegans	309	0.074	23	3	18	prediction-disorder-th_50
Q17493	Caenorhabditis_elegans	803	0.192	154	3	101	prediction-disorder-mobidb_lite
Q9U3S3	Caenorhabditis_elegans	210	0.143	30	1	30	prediction-disorder-mobidb_lite
Q17533	Caenorhabditis_elegans	240	0.092	22	3	11	prediction-disorder-th_50
A0A061AJK0	Caenorhabditis_elegans	75	0.093	7	2	4	prediction-disorder-th_50
Q93169	Caenorhabditis_elegans	366	0.027	10	2	5	prediction-disorder-th_50
Q17596	Caenorhabditis_elegans	287	0.045	13	2	7	prediction-disorder-th_50
Q9XVF1	Caenorhabditis_elegans	944	0.065	61	1	61	prediction-disorder-mobidb_lite
Q9XVE6	Caenorhabditis_elegans	139	0.547	76	2	46	prediction-disorder-mobidb_lite
O45241	Caenorhabditis_elegans	125	0.056	7	2	4	prediction-disorder-th_50
Q09450	Caenorhabditis_elegans	521	0.04	21	5	9	prediction-disorder-th_50
P53596	Caenorhabditis_elegans	322	0.009	3	1	3	prediction-disorder-th_50
P54811	Caenorhabditis_elegans	809	0.064	52	2	31	prediction-disorder-mobidb_lite
Q17684	Caenorhabditis_elegans	137	0.314	43	1	43	prediction-disorder-mobidb_lite
Q17784	Caenorhabditis_elegans	830	0.206	171	2	122	prediction-disorder-mobidb_lite
O17580	Caenorhabditis_elegans	715	0.253	181	3	78	prediction-disorder-mobidb_lite
Q17819	Caenorhabditis_elegans	193	0.057	11	2	7	prediction-disorder-th_50
Q17828	Caenorhabditis_elegans	719	0.081	58	2	31	prediction-disorder-mobidb_lite
Q17832	Caenorhabditis_elegans	1220	0.05	61	1	61	prediction-disorder-mobidb_lite
P52887	Caenorhabditis_elegans	766	0.013	10	3	8	prediction-disorder-th_50
Q7YX93	Caenorhabditis_elegans	131	0.092	12	2	10	prediction-disorder-th_50
Q17936	Caenorhabditis_elegans	611	0.034	21	1	21	prediction-disorder-mobidb_lite
Q9U3Q0	Caenorhabditis_elegans	418	0.153	64	1	64	prediction-disorder-mobidb_lite
Q9U3P9	Caenorhabditis_elegans	591	0.037	22	3	14	prediction-disorder-th_50
Q9XVT1	Caenorhabditis_elegans	198	0.111	22	1	22	prediction-disorder-mobidb_lite
O17590	Caenorhabditis_elegans	712	0.011	8	2	5	prediction-disorder-th_50
Q09462	Caenorhabditis_elegans	262	0.221	58	2	33	prediction-disorder-mobidb_lite
Q09249	Caenorhabditis_elegans	1032	0.125	129	2	78	prediction-disorder-mobidb_lite
Q09250	Caenorhabditis_elegans	166	0.145	24	1	24	prediction-disorder-mobidb_lite
Q09252	Caenorhabditis_elegans	392	0.768	301	3	171	prediction-disorder-mobidb_lite
A7LPI7	Caenorhabditis_elegans	92	0.217	20	2	14	prediction-disorder-th_50
Q9XVS2	Caenorhabditis_elegans	454	0.139	63	2	42	prediction-disorder-mobidb_lite
Q9XVR8	Caenorhabditis_elegans	64	0.328	21	4	11	prediction-disorder-th_50
O02220	Caenorhabditis_elegans	189	0.116	22	1	22	prediction-disorder-mobidb_lite
O17598	Caenorhabditis_elegans	362	0.058	21	4	11	prediction-disorder-th_50
Q9XVR6	Caenorhabditis_elegans	284	0.102	29	4	18	prediction-disorder-th_50
Q18241	Caenorhabditis_elegans	1274	0.133	169	4	74	prediction-disorder-mobidb_lite
Q18244	Caenorhabditis_elegans	386	0.342	132	3	56	prediction-disorder-mobidb_lite
Q09261	Caenorhabditis_elegans	383	0.123	47	8	17	prediction-disorder-th_50
Q18359	Caenorhabditis_elegans	150	0.1	15	4	8	prediction-disorder-th_50
O17636	Caenorhabditis_elegans	237	0.08	19	4	7	prediction-disorder-th_50
Q18421	Caenorhabditis_elegans	237	0.059	14	3	6	prediction-disorder-th_50
Q18474	Caenorhabditis_elegans	239	0.025	6	2	4	prediction-disorder-th_50
O45289	Caenorhabditis_elegans	203	0.163	33	4	12	prediction-disorder-th_50
Q18493	Caenorhabditis_elegans	484	0.027	13	3	9	prediction-disorder-th_50
Q93338	Caenorhabditis_elegans	282	0.096	27	1	27	prediction-disorder-mobidb_lite
Q93339	Caenorhabditis_elegans	496	0.065	32	6	13	prediction-disorder-th_50
Q93353	Caenorhabditis_elegans	379	0.063	24	2	13	prediction-disorder-th_50
Q18511	Caenorhabditis_elegans	214	0.037	8	2	5	prediction-disorder-th_50
Q18546	Caenorhabditis_elegans	409	0.183	75	2	39	prediction-disorder-mobidb_lite
P54812	Caenorhabditis_elegans	810	0.067	54	2	34	prediction-disorder-mobidb_lite
Q93367	Caenorhabditis_elegans	393	0.168	66	1	66	prediction-disorder-mobidb_lite
Q93382	Caenorhabditis_elegans	811	0.385	312	3	166	prediction-disorder-mobidb_lite
O62108	Caenorhabditis_elegans	500	0.034	17	2	14	prediction-disorder-th_50
Q9U3L4	Caenorhabditis_elegans	153	0.157	24	1	24	prediction-disorder-mobidb_lite
Q18674	Caenorhabditis_elegans	397	0.083	33	1	33	prediction-disorder-mobidb_lite
P34355	Caenorhabditis_elegans	659	0.023	15	2	10	prediction-disorder-th_50
O17680	Caenorhabditis_elegans	403	0.082	33	5	17	prediction-disorder-th_50
Q18724	Caenorhabditis_elegans	114	0.105	12	3	6	prediction-disorder-th_50
Q18746	Caenorhabditis_elegans	439	0.046	20	1	20	prediction-disorder-mobidb_lite
Q18942	Caenorhabditis_elegans	320	0.35	112	1	112	prediction-disorder-mobidb_lite
G5EFC4	Caenorhabditis_elegans	755	0.114	86	3	34	prediction-disorder-mobidb_lite
Q93412	Caenorhabditis_elegans	323	0.046	15	3	9	prediction-disorder-th_50
Q93413	Caenorhabditis_elegans	1119	0.053	59	11	22	prediction-disorder-th_50
Q09512	Caenorhabditis_elegans	662	0.065	43	4	25	prediction-disorder-th_50
Q18994	Caenorhabditis_elegans	666	0.036	24	1	24	prediction-disorder-mobidb_lite
Q93425	Caenorhabditis_elegans	436	0.046	20	1	20	prediction-disorder-mobidb_lite
Q09522	Caenorhabditis_elegans	308	0.078	24	1	24	prediction-disorder-mobidb_lite
Q09523	Caenorhabditis_elegans	394	0.132	52	7	17	prediction-disorder-th_50
Q19052	Caenorhabditis_elegans	570	0.104	59	1	59	prediction-disorder-mobidb_lite
Q19103	Caenorhabditis_elegans	1266	0.022	28	1	28	prediction-disorder-mobidb_lite
P40614	Caenorhabditis_elegans	340	0.103	35	2	19	prediction-disorder-th_50
P34384	Caenorhabditis_elegans	394	0.099	39	6	14	prediction-disorder-th_50
G5EGK6	Caenorhabditis_elegans	2407	0.6	1444	12	820	prediction-disorder-mobidb_lite
Q19174	Caenorhabditis_elegans	334	0.063	21	2	15	prediction-disorder-th_50
O62146	Caenorhabditis_elegans	582	0.019	11	4	4	prediction-disorder-th_50
Q09305	Caenorhabditis_elegans	357	0.098	35	6	12	prediction-disorder-th_50
Q9U3K2	Caenorhabditis_elegans	608	0.036	22	3	14	prediction-disorder-th_50
Q19311	Caenorhabditis_elegans	1324	0.004	5	2	3	prediction-disorder-th_50
Q93459	Caenorhabditis_elegans	313	0.08	25	1	25	prediction-disorder-mobidb_lite
G5EFF9	Caenorhabditis_elegans	529	0.168	89	1	89	prediction-disorder-mobidb_lite
Q19335	Caenorhabditis_elegans	222	0.099	22	1	22	prediction-disorder-mobidb_lite
Q95QL3	Caenorhabditis_elegans	394	0.503	198	2	136	prediction-disorder-mobidb_lite
P52715	Caenorhabditis_elegans	454	0.007	3	1	3	prediction-disorder-th_50
P55326	Caenorhabditis_elegans	195	0.395	77	2	54	prediction-disorder-mobidb_lite
Q95QL2	Caenorhabditis_elegans	205	0.112	23	2	18	prediction-disorder-th_50
Q27493	Caenorhabditis_elegans	1127	0.035	39	8	13	prediction-disorder-th_50
P90838	Caenorhabditis_elegans	505	0.02	10	2	7	prediction-disorder-th_50
P54412	Caenorhabditis_elegans	398	0.098	39	1	39	prediction-disorder-mobidb_lite
G5EFM7	Caenorhabditis_elegans	545	0.516	281	4	118	prediction-disorder-mobidb_lite
Q93537	Caenorhabditis_elegans	192	0.349	67	6	24	prediction-disorder-th_50
P53795	Caenorhabditis_elegans	130	0.077	10	2	6	prediction-disorder-th_50
Q19684	Caenorhabditis_elegans	290	0.276	80	2	47	prediction-disorder-mobidb_lite
G5EE80	Caenorhabditis_elegans	496	0.075	37	7	13	prediction-disorder-th_50
Q19685	Caenorhabditis_elegans	126	0.167	21	3	11	prediction-disorder-th_50
Q19731	Caenorhabditis_elegans	606	0.068	41	9	13	prediction-disorder-th_50
Q9U3I0	Caenorhabditis_elegans	62	0.29	18	2	15	prediction-disorder-th_50
Q19749	Caenorhabditis_elegans	507	0.156	79	2	56	prediction-disorder-mobidb_lite
Q19753	Caenorhabditis_elegans	953	0.265	253	4	157	prediction-disorder-mobidb_lite
Q93573	Caenorhabditis_elegans	181	0.094	17	1	17	prediction-disorder-th_50
O17839	Caenorhabditis_elegans	133	0.248	33	3	12	prediction-disorder-th_50
A5JYS8	Caenorhabditis_elegans	296	0.23	68	2	34	prediction-disorder-mobidb_lite
Q19788	Caenorhabditis_elegans	390	0.328	128	2	101	prediction-disorder-mobidb_lite
Q93594	Caenorhabditis_elegans	158	0.228	36	1	36	prediction-disorder-mobidb_lite
O01326	Caenorhabditis_elegans	1086	0.141	153	2	77	prediction-disorder-mobidb_lite
Q93615	Caenorhabditis_elegans	332	0.066	22	4	13	prediction-disorder-th_50
Q19854	Caenorhabditis_elegans	672	0.557	374	2	354	prediction-disorder-mobidb_lite
Q9XV52	Caenorhabditis_elegans	750	0.053	40	6	16	prediction-disorder-th_50
Q93638	Caenorhabditis_elegans	196	0.097	19	2	14	prediction-disorder-th_50
G5EFR3	Caenorhabditis_elegans	808	0.043	35	1	35	prediction-disorder-mobidb_lite
G5EDS8	Caenorhabditis_elegans	312	0.058	18	5	8	prediction-disorder-th_50
A0A8D9I604	Caenorhabditis_elegans	533	0.064	34	7	12	prediction-disorder-th_50
O62203	Caenorhabditis_elegans	1073	0.643	690	6	279	prediction-disorder-mobidb_lite
O45431	Caenorhabditis_elegans	352	0.128	45	1	45	prediction-disorder-mobidb_lite
Q19965	Caenorhabditis_elegans	291	0.065	19	2	13	prediction-disorder-th_50
Q9XVN8	Caenorhabditis_elegans	527	0.049	26	1	26	prediction-disorder-mobidb_lite
Q38G51	Caenorhabditis_elegans	363	0.623	226	2	196	prediction-disorder-mobidb_lite
O17861	Caenorhabditis_elegans	277	0.011	3	1	3	prediction-disorder-th_50
G4RYA5	Caenorhabditis_elegans	625	0.234	146	1	146	prediction-disorder-mobidb_lite
Q20140	Caenorhabditis_elegans	210	0.086	18	3	8	prediction-disorder-th_50
Q20155	Caenorhabditis_elegans	460	0.337	155	5	67	prediction-disorder-mobidb_lite
O45491	Caenorhabditis_elegans	186	0.108	20	4	12	prediction-disorder-th_50
O45493	Caenorhabditis_elegans	203	0.148	30	6	11	prediction-disorder-th_50
Q20168	Caenorhabditis_elegans	1000	0.138	138	1	138	prediction-disorder-mobidb_lite
Q9XTZ1	Caenorhabditis_elegans	439	0.007	3	2	2	prediction-disorder-th_50
Q20240	Caenorhabditis_elegans	460	0.209	96	1	96	prediction-disorder-mobidb_lite
G5EBX5	Caenorhabditis_elegans	554	0.06	33	1	33	prediction-disorder-mobidb_lite
Q93714	Caenorhabditis_elegans	358	0.034	12	5	4	prediction-disorder-th_50
Q93716	Caenorhabditis_elegans	227	0.097	22	5	7	prediction-disorder-th_50
P54073	Caenorhabditis_elegans	384	0.292	112	2	58	prediction-disorder-mobidb_lite
O62246	Caenorhabditis_elegans	292	0.051	15	4	8	prediction-disorder-th_50
O62251	Caenorhabditis_elegans	214	0.061	13	2	11	prediction-disorder-th_50
Q20446	Caenorhabditis_elegans	468	0.036	17	2	9	prediction-disorder-th_50
Q20447	Caenorhabditis_elegans	702	0.031	22	1	22	prediction-disorder-mobidb_lite
P53588	Caenorhabditis_elegans	435	0.016	7	1	7	prediction-disorder-th_50
Q20637	Caenorhabditis_elegans	110	0.027	3	1	3	prediction-disorder-th_50
Q20644	Caenorhabditis_elegans	1425	0.098	139	3	92	prediction-disorder-mobidb_lite
O62256	Caenorhabditis_elegans	651	0.21	137	2	108	prediction-disorder-mobidb_lite
Q20680	Caenorhabditis_elegans	638	0.058	37	7	20	prediction-disorder-th_50
Q20716	Caenorhabditis_elegans	267	0.101	27	1	27	prediction-disorder-mobidb_lite
Q93761	Caenorhabditis_elegans	313	0.064	20	2	16	prediction-disorder-th_50
Q20719	Caenorhabditis_elegans	239	0.167	40	1	40	prediction-disorder-mobidb_lite
Q20720	Caenorhabditis_elegans	543	0.32	174	1	174	prediction-disorder-mobidb_lite
P34442	Caenorhabditis_elegans	359	0.304	109	3	55	prediction-disorder-mobidb_lite
P34443	Caenorhabditis_elegans	207	0.135	28	1	28	prediction-disorder-mobidb_lite
Q93795	Caenorhabditis_elegans	436	0.071	31	2	23	prediction-disorder-th_50
Q20819	Caenorhabditis_elegans	316	0.079	25	1	25	prediction-disorder-mobidb_lite
Q20822	Caenorhabditis_elegans	622	0.076	47	1	47	prediction-disorder-mobidb_lite
P34462	Caenorhabditis_elegans	257	0.167	43	1	43	prediction-disorder-mobidb_lite
P34476	Caenorhabditis_elegans	144	0.236	34	1	34	prediction-disorder-mobidb_lite
Q20969	Caenorhabditis_elegans	601	0.341	205	3	131	prediction-disorder-mobidb_lite
Q20966	Caenorhabditis_elegans	371	0.14	52	2	31	prediction-disorder-mobidb_lite
Q9XUW5	Caenorhabditis_elegans	561	0.16	90	2	52	prediction-disorder-mobidb_lite
O62275	Caenorhabditis_elegans	965	0.035	34	1	34	prediction-disorder-mobidb_lite
P90897	Caenorhabditis_elegans	959	0.501	480	3	336	prediction-disorder-mobidb_lite
Q21018	Caenorhabditis_elegans	236	0.076	18	8	5	prediction-disorder-th_50
