accession	gene_name	species	protein_type	old_family	length	pfam_ids
Q9HBW9	ADGRL4	human	GPCR	Other	690	PF00002:7tm_2;PF07645:EGF_CA;PF16489:GAIN;PF01825:GPS
Q9HBX8	LGR6	human	GPCR	Other	967	PF13855:LRR_8
Q9HBX9	RXFP1	human	GPCR	Other	757	PF00001:7tm_1;PF00057:Ldl_recept_a;PF13855:LRR_8
Q9HC97	GPR35	human	GPCR	Other	309	PF00001:7tm_1
Q9HCU4	CELSR2	human	GPCR	Other	2923	PF00002:7tm_2;PF00028:Cadherin;PF23592:Cadherin_CELSR2_9th;PF00008:EGF;PF00053:EGF_laminin;PF16489:GAIN;PF01825:GPS;PF02210:Laminin_G_2
Q9NPB9	ACKR4	human	GPCR	Other	350	PF00001:7tm_1
Q9NPC1	LTB4R2	human	GPCR	Other	358	PF00001:7tm_1
Q9NPG1	FZD3	human	GPCR	Other	666	PF01534:Frizzled;PF01392:Fz
Q9NQ84	GPRC5C	human	GPCR	Other	441	PF00003:7tm_3
Q9NQS5	GPR84	human	GPCR	Other	396	PF00001:7tm_1
Q9NS75	CYSLTR2	human	GPCR	Other	346	PF00001:7tm_1
Q9NYM4	GPR83	human	GPCR	Other	423	PF00001:7tm_1
Q9NYQ6	CELSR1	human	GPCR	Other	3014	PF00002:7tm_2;PF00028:Cadherin;PF23592:Cadherin_CELSR2_9th;PF00008:EGF;PF00053:EGF_laminin;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF02210:Laminin_G_2
Q9NYQ7	CELSR3	human	GPCR	Other	3312	PF00002:7tm_2;PF00028:Cadherin;PF23592:Cadherin_CELSR2_9th;PF00008:EGF;PF00053:EGF_laminin;PF16489:GAIN;PF01825:GPS;PF02793:HRM;PF02210:Laminin_G_2
Q9NYV7	TAS2R16	human	GPCR	Other	291	PF05296:TAS2R
Q9NYV8	TAS2R14	human	GPCR	Other	317	PF05296:TAS2R
Q9NYW0	TAS2R10	human	GPCR	Other	307	PF05296:TAS2R
Q9NYW4	TAS2R5	human	GPCR	Other	299	PF05296:TAS2R
Q9NYW5	TAS2R4	human	GPCR	Other	299	PF05296:TAS2R
Q9NZD1	GPRC5D	human	GPCR	Other	345	PF00003:7tm_3
Q9NZH0	GPRC5B	human	GPCR	Other	403	PF00003:7tm_3
Q9P296	C5AR2	human	GPCR	Other	337	PF00001:7tm_1
Q9UBS5	GABBR1	human	GPCR	Glutamate	961	PF00003:7tm_3;PF01094:ANF_receptor;PF00084:Sushi
Q9UBY5	LPAR3	human	GPCR	Other	353	PF00001:7tm_1
Q9UHM6	OPN4	human	GPCR	Other	478	PF00001:7tm_1
Q9UHX3	ADGRE2	human	GPCR	Other	823	PF00002:7tm_2;PF07645:EGF_CA;PF01825:GPS
Q9UKP6	UTS2R	human	GPCR	Other	389	PF00001:7tm_1
Q9ULV1	FZD4	human	GPCR	Other	537	PF01534:Frizzled;PF01392:Fz
Q9ULW2	FZD10	human	GPCR	Other	581	PF01534:Frizzled;PF01392:Fz
Q9UNW8	GPR132	human	GPCR	Other	380	PF00001:7tm_1
Q9UP38	FZD1	human	GPCR	Other	647	PF01534:Frizzled;PF01392:Fz
Q9Y271	CYSLTR1	human	GPCR	Other	337	PF00001:7tm_1
Q9Y2T6	GPR55	human	GPCR	Other	319	PF00001:7tm_1
Q9Y5N1	HRH3	human	GPCR	Other	445	PF00001:7tm_1
Q9Y5X5	NPFFR2	human	GPCR	Other	522	PF00001:7tm_1
Q9Y5Y4	PTGDR2	human	GPCR	Other	395	PF00001:7tm_1
Q9Y653	ADGRG1	human	GPCR	Other	693	PF00002:7tm_2;PF18619:GAIN_A;PF01825:GPS;PF18587:PLL
A4D2G3	OR2A25	human	GPCR	Other	310	PF13853:7tm_4
A6ND48	OR14I1	human	GPCR	Other	311	PF13853:7tm_4
A6NGY5	OR51F1	human	GPCR	Other	319	PF13853:7tm_4
A6NH00	OR2T8	human	GPCR	Other	312	PF13853:7tm_4
A6NND4	OR2AT4	human	GPCR	Other	320	PF13853:7tm_4
O00398	P2RY10	human	GPCR	Other	339	PF00001:7tm_1
O14626	GPR171	human	GPCR	Other	319	PF00001:7tm_1
O14718	RRH	human	GPCR	Other	337	PF00001:7tm_1
O15218	ACKR5	human	GPCR	Other	404	PF00001:7tm_1
O60412	OR7C2	human	GPCR	Other	319	PF13853:7tm_4
O75388	GPR32	human	GPCR	Other	356	PF00001:7tm_1
O76001	OR2J3	human	GPCR	Other	311	PF13853:7tm_4
O76002	OR2J2	human	GPCR	Other	312	PF13853:7tm_4
O76099	OR7C1	human	GPCR	Other	320	PF13853:7tm_4
O95007	OR6B1	human	GPCR	Other	311	PF13853:7tm_4
O95222	OR6A2	human	GPCR	Other	327	PF13853:7tm_4
O95371	OR2C1	human	GPCR	Other	312	PF13853:7tm_4
O95665	NTSR2	human	GPCR	Other	410	PF00001:7tm_1
O95800	GPR75	human	GPCR	Other	540	PF00001:7tm_1
O95838	GLP2R	human	GPCR	Other	553	PF00002:7tm_2;PF02793:HRM
O95918	OR2H2	human	GPCR	Other	312	PF13853:7tm_4
P0C645	OR4E1	human	GPCR	Other	315	PF13853:7tm_4
P0DN77	OPN1MW2	human	GPCR	Other	364	PF00001:7tm_1
P0DN78	OPN1MW3	human	GPCR	Other	364	PF00001:7tm_1
P30953	OR1E1	human	GPCR	Other	314	PF13853:7tm_4
P30954	OR10J1	human	GPCR	Other	320	PF13853:7tm_4
P35410	MAS1L	human	GPCR	Other	378	
P46095	GPR6	human	GPCR	Other	362	PF00001:7tm_1
P47775	GPR12	human	GPCR	Other	334	PF00001:7tm_1
P47883	OR3A4P	human	GPCR	Other	348	PF13853:7tm_4
P47887	OR1E2	human	GPCR	Other	323	PF13853:7tm_4
P47888	OR3A3	human	GPCR	Other	321	PF13853:7tm_4
P47890	OR1G1	human	GPCR	Other	313	PF13853:7tm_4
P47893	OR3A2	human	GPCR	Other	321	PF13853:7tm_4
P58173	OR2B6	human	GPCR	Other	313	PF13853:7tm_4
P58182	OR12D2	human	GPCR	Other	307	PF13853:7tm_4
P59533	TAS2R38	human	GPCR	Other	333	PF05296:TAS2R
P59534	TAS2R39	human	GPCR	Other	338	PF05296:TAS2R
P59535	TAS2R40	human	GPCR	Other	323	PF05296:TAS2R
P59537	TAS2R43	human	GPCR	Other	309	PF05296:TAS2R
P59538	TAS2R31	human	GPCR	Other	309	PF05296:TAS2R
P59540	TAS2R46	human	GPCR	Other	309	PF05296:TAS2R
P59543	TAS2R20	human	GPCR	Other	309	PF05296:TAS2R
P60893	GPR85	human	GPCR	Other	370	PF00001:7tm_1
Q13606	OR5I1	human	GPCR	Other	314	PF13853:7tm_4
Q13607	OR2F1	human	GPCR	Other	317	PF13853:7tm_4
Q14439	GPR176	human	GPCR	Other	515	PF00001:7tm_1
Q15391	P2RY14	human	GPCR	Other	338	PF00001:7tm_1
Q15612	OR1Q1	human	GPCR	Other	314	PF13853:7tm_4
Q15617	OR8G1	human	GPCR	Other	311	PF13853:7tm_4
Q15620	OR8B8	human	GPCR	Other	311	PF13853:7tm_4
Q15760	GPR19	human	GPCR	Other	415	PF00001:7tm_1
Q16538	GPR162	human	GPCR	Other	588	PF00001:7tm_1
Q49SQ1	GPR33	human	GPCR	Other	333	PF00001:7tm_1
Q50KZ9	TAS2R2	human	GPCR	Other	303	PF05296:TAS2R
Q6DWJ6	GPR139	human	GPCR	Other	353	PF00001:7tm_1
Q6IFH4	OR6B2	human	GPCR	Other	312	PF13853:7tm_4
Q7RTR8	TAS2R42	human	GPCR	Other	314	PF05296:TAS2R
Q7Z3T1	OR2W3	human	GPCR	Other	314	PF13853:7tm_4
Q7Z5H4	VN1R5	human	GPCR	Other	357	PF03402:V1R
Q7Z5H5	VN1R4	human	GPCR	Other	301	PF03402:V1R
Q7Z601	GPR142	human	GPCR	Other	462	PF00001:7tm_1
Q7Z7M1	ADGRD2	human	GPCR	Other	963	PF00002:7tm_2;PF01825:GPS;PF00354:Pentaxin
Q86SP6	GPR149	human	GPCR	Other	731	
Q8N628	OR2C3	human	GPCR	Other	320	PF13853:7tm_4
Q8NDV2	GPR26	human	GPCR	Other	337	PF00001:7tm_1
Q8NG84	OR2AK2	human	GPCR	Other	335	PF13853:7tm_4
Q8NGA0	OR7G1	human	GPCR	Other	311	PF13853:7tm_4
Q8NGA4	GPR32P1	human	GPCR	Other	272	PF00001:7tm_1
Q8NGC8	OR11H7	human	GPCR	Other	314	PF13853:7tm_4
Q8NGD0	OR4M1	human	GPCR	Other	313	PF13853:7tm_4
Q8NGE3	OR10P1	human	GPCR	Other	313	PF13853:7tm_4
Q8NGG2	OR5T2	human	GPCR	Other	359	PF13853:7tm_4
Q8NGH7	OR52L1	human	GPCR	Other	329	PF13853:7tm_4
Q8NGI2	OR52N4	human	GPCR	Other	321	PF13853:7tm_4
Q8NGK2	OR52B4	human	GPCR	Other	314	PF13853:7tm_4
Q8NGM9	OR8D4	human	GPCR	Other	314	PF13853:7tm_4
Q8NGN3	OR10G4	human	GPCR	Other	311	PF13853:7tm_4
Q8NGN6	OR10G7	human	GPCR	Other	311	PF13853:7tm_4
Q8NGQ1	OR9G4	human	GPCR	Other	327	PF13853:7tm_4
Q8NGR2	OR1L6	human	GPCR	Other	347	PF13853:7tm_4
Q8NGR6	OR1B1	human	GPCR	Other	317	PF13853:7tm_4
Q8NGS2	OR1J2	human	GPCR	Other	313	PF13853:7tm_4
Q8NGS8	OR13C5	human	GPCR	Other	318	PF13853:7tm_4
Q8NGT0	OR13C9	human	GPCR	Other	318	PF13853:7tm_4
Q8NGV6	OR5H6	human	GPCR	Other	325	PF13853:7tm_4
Q8NGW1	OR6B3	human	GPCR	Other	331	PF13853:7tm_4
Q8NGW6	OR6K6	human	GPCR	Other	343	PF13853:7tm_4
Q8NGX3	OR10T2	human	GPCR	Other	314	PF13853:7tm_4
Q8NGY0	OR10X1	human	GPCR	Other	326	PF13853:7tm_4
Q8NGY3	OR6K3	human	GPCR	Other	331	PF13853:7tm_4
Q8NH19	OR10AG1	human	GPCR	Other	301	PF13853:7tm_4
Q8NH43	OR4L1	human	GPCR	Other	312	PF13853:7tm_4
Q8NH48	OR5B3	human	GPCR	Other	314	PF13853:7tm_4
Q8NH59	OR51Q1	human	GPCR	Other	317	PF13853:7tm_4
Q8NH69	OR5W2	human	GPCR	Other	310	PF13853:7tm_4
Q8NH85	OR8U3	human	GPCR	Other	324	PF13853:7tm_4
Q8NH87	OR9G1	human	GPCR	Other	305	PF13853:7tm_4
Q8NH92	OR1S1	human	GPCR	Other	325	PF13853:7tm_4
Q8NH94	OR1L1	human	GPCR	Other	360	PF13853:7tm_4
Q8NHC8	OR2T6	human	GPCR	Other	308	PF13853:7tm_4
Q8TCB6	OR51E1	human	GPCR	Other	318	PF13853:7tm_4
Q8TCW9	PROKR1	human	GPCR	Other	393	PF00001:7tm_1
Q8TDS7	MRGPRD	human	GPCR	Other	321	PF00001:7tm_1
Q8TDU9	RXFP4	human	GPCR	Other	374	PF00001:7tm_1
Q8TDV2	GPR148	human	GPCR	Other	347	PF00001:7tm_1
Q8TDV5	GPR119	human	GPCR	Other	335	PF00001:7tm_1
Q8WZ84	OR8D1	human	GPCR	Other	308	PF13853:7tm_4
Q8WZ94	OR5P3	human	GPCR	Other	311	PF13853:7tm_4
Q8WZA6	OR1E3	human	GPCR	Other	343	PF13853:7tm_4
Q969N4	TAAR8	human	GPCR	Other	342	PF00001:7tm_1
Q969V1	MCHR2	human	GPCR	Other	340	PF00001:7tm_1
Q96AM1	MRGPRF	human	GPCR	Other	343	PF00001:7tm_1
Q96CH1	GPR146	human	GPCR	Other	333	PF00001:7tm_1
Q96LA9	MRGPRX4	human	GPCR	Other	322	PF00001:7tm_1
Q96P69	GPR78	human	GPCR	Other	363	PF00001:7tm_1
Q96R48	OR2A5	human	GPCR	Other	311	PF13853:7tm_4
Q96RA2	OR7D2	human	GPCR	Other	312	PF13853:7tm_4
Q96RI9	TAAR9	human	GPCR	Other	348	PF00001:7tm_1
Q99678	GPR20	human	GPCR	Other	358	PF00001:7tm_1
Q9BY21	GPR87	human	GPCR	Other	358	PF00001:7tm_1
Q9BZJ6	GPR63	human	GPCR	Other	419	PF00001:7tm_1
Q9GZK4	OR2H1	human	GPCR	Other	316	PF13853:7tm_4
Q9GZK6	OR2J1	human	GPCR	Other	312	PF13853:7tm_4
Q9GZM6	OR8D2	human	GPCR	Other	311	PF13853:7tm_4
Q9GZP7	VN1R1	human	GPCR	Other	353	PF03402:V1R
Q9H1C0	LPAR5	human	GPCR	Other	372	PF00001:7tm_1
Q9H205	OR2AG1	human	GPCR	Other	316	PF13853:7tm_4
Q9H207	OR10A5	human	GPCR	Other	317	PF13853:7tm_4
Q9H208	OR10A2	human	GPCR	Other	303	PF13853:7tm_4
Q9H209	OR10A4	human	GPCR	Other	315	PF13853:7tm_4
Q9H210	OR2D2	human	GPCR	Other	308	PF13853:7tm_4
Q9H339	OR51B5	human	GPCR	Other	312	PF13853:7tm_4
Q9H340	OR51B6	human	GPCR	Other	312	PF13853:7tm_4
Q9H341	OR51M1	human	GPCR	Other	326	PF13853:7tm_4
Q9H342	OR51J1	human	GPCR	Other	316	PF13853:7tm_4
Q9NQN1	OR2S2	human	GPCR	Other	319	PF13853:7tm_4
Q9NS66	GPR173	human	GPCR	Other	373	PF00001:7tm_1
Q9NSD7	RXFP3	human	GPCR	Other	469	PF00001:7tm_1
Q9NYV9	TAS2R13	human	GPCR	Other	303	PF05296:TAS2R
Q9NYW1	TAS2R9	human	GPCR	Other	312	PF05296:TAS2R
Q9NYW2	TAS2R8	human	GPCR	Other	309	PF05296:TAS2R
Q9NYW3	TAS2R7	human	GPCR	Other	318	PF05296:TAS2R
Q9NYW6	TAS2R3	human	GPCR	Other	316	PF05296:TAS2R
Q9NYW7	TAS2R1	human	GPCR	Other	299	PF05296:TAS2R
Q9UJ42	GPR160	human	GPCR	Other	338	
Q9UKL2	OR52A1	human	GPCR	Other	312	PF13853:7tm_4
Q9UPC5	GPR34	human	GPCR	Other	381	PF00001:7tm_1
Q9Y2T5	GPR52	human	GPCR	Other	361	PF00001:7tm_1
Q9Y585	OR1A2	human	GPCR	Other	309	PF13853:7tm_4
Q9Y5P1	OR51B2	human	GPCR	Other	312	PF13853:7tm_4
Q9Y5Y3	GPR45	human	GPCR	Other	372	PF00001:7tm_1
A0A2R8YED5	OR5BS1	human	GPCR	Other	311	PF13853:7tm_4
A0A3B3IT45	OR51C1	human	GPCR	Other	312	PF13853:7tm_4
A3KFT3	OR2M5	human	GPCR	Other	312	PF13853:7tm_4
A6NCV1	OR6C74	human	GPCR	Other	312	PF13853:7tm_4
A6NDH6	OR5H15	human	GPCR	Other	313	PF13853:7tm_4
A6NDL8	OR6C68	human	GPCR	Other	312	PF13853:7tm_4
A6NET4	OR5K3	human	GPCR	Other	321	PF13853:7tm_4
A6NF89	OR6C6	human	GPCR	Other	314	PF13853:7tm_4
A6NFC9	OR2W5P	human	GPCR	Other	320	PF00001:7tm_1
A6NHA9	OR4C46	human	GPCR	Other	309	PF13853:7tm_4
A6NHG9	OR5H14	human	GPCR	Other	310	PF13853:7tm_4
A6NIJ9	OR6C70	human	GPCR	Other	312	PF13853:7tm_4
A6NJZ3	OR6C65	human	GPCR	Other	312	PF13853:7tm_4
A6NKK0	OR5H1	human	GPCR	Other	313	PF13853:7tm_4
A6NL08	OR6C75	human	GPCR	Other	312	PF13853:7tm_4
A6NL26	OR5B21	human	GPCR	Other	309	PF13853:7tm_4
A6NM03	OR2AG2	human	GPCR	Other	316	PF13853:7tm_4
A6NM76	OR6C76	human	GPCR	Other	312	PF13853:7tm_4
A6NMS3	OR5K4	human	GPCR	Other	321	PF13853:7tm_4
A6NMU1	OR52A4P	human	GPCR	Other	304	PF13853:7tm_4
A6NMZ5	OR4C45	human	GPCR	Other	306	PF13853:7tm_4
B2RN74	OR11H12	human	GPCR	Other	326	PF13853:7tm_4
O14581	OR7A17	human	GPCR	Other	309	PF13853:7tm_4
O43869	OR2T1	human	GPCR	Other	369	PF13853:7tm_4
O60403	OR10H2	human	GPCR	Other	315	PF13853:7tm_4
O60404	OR10H3	human	GPCR	Other	316	PF13853:7tm_4
O60431	OR1I1	human	GPCR	Other	355	PF13853:7tm_4
O76000	OR2B3	human	GPCR	Other	313	PF13853:7tm_4
O76100	OR7A10	human	GPCR	Other	309	PF13853:7tm_4
O95006	OR2F2	human	GPCR	Other	317	PF13853:7tm_4
O95013	OR4F21	human	GPCR	Other	312	PF13853:7tm_4
O95221	OR5F1	human	GPCR	Other	314	PF13853:7tm_4
P0C604	OR4A8	human	GPCR	Other	315	PF13853:7tm_4
P0C617	OR5AL1	human	GPCR	Other	329	PF13853:7tm_4
P0C623	OR4Q2	human	GPCR	Other	314	PF13853:7tm_4
P0C626	OR5G3	human	GPCR	Other	314	PF13853:7tm_4
P0C628	OR5AC1	human	GPCR	Other	307	PF13853:7tm_4
P0C629	OR10J4	human	GPCR	Other	311	PF13853:7tm_4
P0C646	OR52Z1P	human	GPCR	Other	298	PF13853:7tm_4
P0C7N1	OR8U8	human	GPCR	Other	319	PF13853:7tm_4
P0C7T2	OR2T7	human	GPCR	Other	308	PF13853:7tm_4
P0C7T3	OR56A5	human	GPCR	Other	313	PF13853:7tm_4
P0DMU2	OR8G3	human	GPCR	Other	310	PF13853:7tm_4
P0DN80	OR5H8	human	GPCR	Other	308	PF13853:7tm_4
P0DN82	OR12D1	human	GPCR	Other	320	PF13853:7tm_4
P0DQD5	NPY4R2	human	GPCR	Other	375	PF00001:7tm_1
P47881	OR3A1	human	GPCR	Other	315	PF13853:7tm_4
P47884	OR1D4	human	GPCR	Other	311	PF13853:7tm_4
P58170	OR1D5	human	GPCR	Other	312	PF13853:7tm_4
P58180	OR4D2	human	GPCR	Other	307	PF13853:7tm_4
P58181	OR10A3	human	GPCR	Other	314	PF13853:7tm_4
P59536	TAS2R41	human	GPCR	Other	307	PF05296:TAS2R
P59539	TAS2R45	human	GPCR	Other	299	PF05296:TAS2R
P59541	TAS2R30	human	GPCR	Other	319	PF05296:TAS2R
P59544	TAS2R50	human	GPCR	Other	299	PF05296:TAS2R
P59551	TAS2R60	human	GPCR	Other	318	PF05296:TAS2R
P59922	OR2B8	human	GPCR	Other	312	PF13853:7tm_4
Q15615	OR4D1	human	GPCR	Other	310	PF13853:7tm_4
Q15619	OR1C1	human	GPCR	Other	314	PF13853:7tm_4
Q15622	OR7A5	human	GPCR	Other	319	PF13853:7tm_4
Q5JQS5	OR2B11	human	GPCR	Other	317	PF13853:7tm_4
Q5JRS4	OR10J3	human	GPCR	Other	329	PF13853:7tm_4
Q5TZ20	OR2G6	human	GPCR	Other	316	PF13853:7tm_4
Q5UAW9	GPR157	human	GPCR	Other	335	PF00002:7tm_2
Q6IEU7	OR5M10	human	GPCR	Other	315	PF13853:7tm_4
Q6IEV9	OR4C11	human	GPCR	Other	310	PF13853:7tm_4
Q6IEY1	OR4F3	human	GPCR	Other	312	PF13853:7tm_4
Q6IEZ7	OR2T5	human	GPCR	Other	315	PF13853:7tm_4
Q6IF00	OR2T2	human	GPCR	Other	324	PF13853:7tm_4
Q6IF36	OR8G2P	human	GPCR	Other	304	PF13853:7tm_4
Q6IF42	OR2A2	human	GPCR	Other	318	PF13853:7tm_4
Q6IF63	OR52W1	human	GPCR	Other	320	PF13853:7tm_4
Q6IF82	OR4A47	human	GPCR	Other	309	PF13853:7tm_4
Q6IF99	OR10K2	human	GPCR	Other	312	PF13853:7tm_4
Q6IFG1	OR52E8	human	GPCR	Other	313	PF13853:7tm_4
Q6IFN5	OR7E24	human	GPCR	Other	339	PF13853:7tm_4
Q6NV75	GPR153	human	GPCR	Other	609	PF00001:7tm_1
Q6UXT6	OR9H1	human	GPCR	Other	308	PF13853:7tm_4
Q86SM5	MRGPRG	human	GPCR	Other	289	
Q86SM8	MRGPRE	human	GPCR	Other	312	PF00001:7tm_1
Q8IXE1	OR4N5	human	GPCR	Other	308	PF13853:7tm_4
Q8N0Y3	OR4N4	human	GPCR	Other	316	PF13853:7tm_4
Q8N0Y5	OR8I2	human	GPCR	Other	310	PF13853:7tm_4
Q8N127	OR5AS1	human	GPCR	Other	324	PF13853:7tm_4
Q8N146	OR8H3	human	GPCR	Other	312	PF13853:7tm_4
Q8N148	OR6V1	human	GPCR	Other	313	PF13853:7tm_4
Q8N162	OR8H2	human	GPCR	Other	312	PF13853:7tm_4
Q8N349	OR2L13	human	GPCR	Other	312	PF13853:7tm_4
Q8NFZ6	VN1R2	human	GPCR	Other	395	PF03402:V1R
Q8NG75	OR5T1	human	GPCR	Other	326	PF13853:7tm_4
Q8NG76	OR2T33	human	GPCR	Other	320	PF13853:7tm_4
Q8NG77	OR2T12	human	GPCR	Other	320	PF13853:7tm_4
Q8NG78	OR8G5	human	GPCR	Other	346	PF13853:7tm_4
Q8NG80	OR2L5	human	GPCR	Other	312	PF13853:7tm_4
Q8NG81	OR2M7	human	GPCR	Other	312	PF13853:7tm_4
Q8NG83	OR2M3	human	GPCR	Other	312	PF13853:7tm_4
Q8NG85	OR2L3	human	GPCR	Other	312	PF13853:7tm_4
Q8NG92	OR13H1	human	GPCR	Other	308	PF13853:7tm_4
Q8NG94	OR11H1	human	GPCR	Other	326	PF13853:7tm_4
Q8NG95	OR7G3	human	GPCR	Other	312	PF13853:7tm_4
Q8NG97	OR2Z1	human	GPCR	Other	314	PF13853:7tm_4
Q8NG99	OR7G2	human	GPCR	Other	324	PF13853:7tm_4
Q8NGA1	OR1M1	human	GPCR	Other	313	PF13853:7tm_4
Q8NGA2	OR7A2P	human	GPCR	Other	310	PF13853:7tm_4
Q8NGA5	OR10H4	human	GPCR	Other	316	PF13853:7tm_4
Q8NGA6	OR10H5	human	GPCR	Other	315	PF13853:7tm_4
Q8NGA8	OR4F17	human	GPCR	Other	305	PF13853:7tm_4
Q8NGB2	OR4C5	human	GPCR	Other	326	PF13853:7tm_4
Q8NGB4	OR4S1	human	GPCR	Other	309	PF13853:7tm_4
Q8NGB6	OR4M2	human	GPCR	Other	313	PF13853:7tm_4
Q8NGB8	OR4F15	human	GPCR	Other	312	PF13853:7tm_4
Q8NGB9	OR4F6	human	GPCR	Other	312	PF13853:7tm_4
Q8NGC0	OR5AU1	human	GPCR	Other	362	PF13853:7tm_4
Q8NGC1	OR11G2	human	GPCR	Other	345	PF13853:7tm_4
Q8NGC2	OR4E2	human	GPCR	Other	313	PF13853:7tm_4
Q8NGC3	OR10G2	human	GPCR	Other	310	PF13853:7tm_4
Q8NGC4	OR10G3	human	GPCR	Other	313	PF13853:7tm_4
Q8NGC5	OR6J1	human	GPCR	Other	347	PF13853:7tm_4
Q8NGC6	OR4K17	human	GPCR	Other	312	PF13853:7tm_4
Q8NGC7	OR11H6	human	GPCR	Other	330	PF13853:7tm_4
Q8NGC9	OR11H4	human	GPCR	Other	324	PF13853:7tm_4
Q8NGD1	OR4N2	human	GPCR	Other	307	PF13853:7tm_4
Q8NGD2	OR4K2	human	GPCR	Other	314	PF13853:7tm_4
Q8NGD3	OR4K5	human	GPCR	Other	323	PF13853:7tm_4
Q8NGD4	OR4K1	human	GPCR	Other	311	PF13853:7tm_4
Q8NGD5	OR4K14	human	GPCR	Other	310	PF13853:7tm_4
Q8NGE0	OR10AD1	human	GPCR	Other	317	PF13853:7tm_4
Q8NGE1	OR6C4	human	GPCR	Other	309	PF13853:7tm_4
Q8NGE2	OR2AP1	human	GPCR	Other	309	PF13853:7tm_4
Q8NGE5	OR10A7	human	GPCR	Other	316	PF13853:7tm_4
Q8NGE7	OR9K2	human	GPCR	Other	335	PF13853:7tm_4
Q8NGE8	OR4D9	human	GPCR	Other	314	PF13853:7tm_4
Q8NGE9	OR9Q2	human	GPCR	Other	314	PF13853:7tm_4
Q8NGF0	OR52B6	human	GPCR	Other	335	PF13853:7tm_4
Q8NGF1	OR52R1	human	GPCR	Other	315	PF13853:7tm_4
Q8NGF3	OR51D1	human	GPCR	Other	324	PF13853:7tm_4
Q8NGF4	OR5AP2	human	GPCR	Other	316	PF13853:7tm_4
Q8NGF6	OR10W1	human	GPCR	Other	305	PF13853:7tm_4
Q8NGF7	OR5B17	human	GPCR	Other	314	PF13853:7tm_4
Q8NGF8	OR4B1	human	GPCR	Other	309	PF13853:7tm_4
Q8NGF9	OR4X2	human	GPCR	Other	303	PF13853:7tm_4
Q8NGG0	OR8J3	human	GPCR	Other	315	PF13853:7tm_4
Q8NGG1	OR8J2	human	GPCR	Other	315	PF13853:7tm_4
Q8NGG3	OR5T3	human	GPCR	Other	340	PF13853:7tm_4
Q8NGG4	OR8H1	human	GPCR	Other	311	PF13853:7tm_4
Q8NGG5	OR8K1	human	GPCR	Other	319	PF13853:7tm_4
Q8NGG6	OR8B12	human	GPCR	Other	310	PF13853:7tm_4
Q8NGG7	OR8A1	human	GPCR	Other	326	PF13853:7tm_4
Q8NGG8	OR8B3	human	GPCR	Other	313	PF13853:7tm_4
Q8NGH3	OR2D3	human	GPCR	Other	330	PF13853:7tm_4
Q8NGH5	OR56A1	human	GPCR	Other	318	PF13853:7tm_4
Q8NGH6	OR52L2P	human	GPCR	Other	319	PF13853:7tm_4
Q8NGH8	OR56A4	human	GPCR	Other	313	PF13853:7tm_4
Q8NGH9	OR52E4	human	GPCR	Other	312	PF13853:7tm_4
Q8NGI0	OR52N2	human	GPCR	Other	321	PF13853:7tm_4
Q8NGI1	OR56B2	human	GPCR	Other	316	PF13853:7tm_4
Q8NGI3	OR56B1	human	GPCR	Other	324	PF13853:7tm_4
Q8NGI4	OR4D11	human	GPCR	Other	311	PF13853:7tm_4
Q8NGI6	OR4D10	human	GPCR	Other	311	PF13853:7tm_4
Q8NGI7	OR10V1	human	GPCR	Other	309	PF13853:7tm_4
Q8NGI9	OR5A2	human	GPCR	Other	324	PF13853:7tm_4
Q8NGJ0	OR5A1	human	GPCR	Other	315	PF13853:7tm_4
Q8NGJ1	OR4D6	human	GPCR	Other	314	PF13853:7tm_4
Q8NGJ2	OR52H1	human	GPCR	Other	314	PF13853:7tm_4
Q8NGJ3	OR52E1	human	GPCR	Other	308	PF13853:7tm_4
Q8NGJ4	OR52E2	human	GPCR	Other	325	PF13853:7tm_4
Q8NGJ5	OR51L1	human	GPCR	Other	315	PF13853:7tm_4
Q8NGJ6	OR51A4	human	GPCR	Other	313	PF13853:7tm_4
Q8NGJ7	OR51A2	human	GPCR	Other	313	PF13853:7tm_4
Q8NGJ8	OR51S1	human	GPCR	Other	323	PF13853:7tm_4
Q8NGJ9	OR51T1	human	GPCR	Other	327	PF13853:7tm_4
Q8NGK0	OR51G2	human	GPCR	Other	314	PF13853:7tm_4
Q8NGK1	OR51G1	human	GPCR	Other	321	PF13853:7tm_4
Q8NGK3	OR52K2	human	GPCR	Other	314	PF13853:7tm_4
Q8NGK4	OR52K1	human	GPCR	Other	314	PF13853:7tm_4
Q8NGK5	OR52M1	human	GPCR	Other	317	PF13853:7tm_4
Q8NGK6	OR52I1	human	GPCR	Other	324	PF13853:7tm_4
Q8NGK9	OR5D16	human	GPCR	Other	328	PF13853:7tm_4
Q8NGL0	OR5L2	human	GPCR	Other	311	PF13853:7tm_4
Q8NGL1	OR5D18	human	GPCR	Other	313	PF13853:7tm_4
Q8NGL2	OR5L1	human	GPCR	Other	311	PF13853:7tm_4
Q8NGL3	OR5D14	human	GPCR	Other	314	PF13853:7tm_4
Q8NGL4	OR5D13	human	GPCR	Other	314	PF13853:7tm_4
Q8NGL6	OR4A15	human	GPCR	Other	344	PF13853:7tm_4
Q8NGL7	OR4P4	human	GPCR	Other	312	PF13853:7tm_4
Q8NGL9	OR4C16	human	GPCR	Other	310	PF13853:7tm_4
